"var.x1"	"var.x2"	"var.mid"
0.765	3.39	2.0775
0.765	3.415	2.09
0.765	3.44	2.1025
0.765	3.465	2.115
0.765	3.49	2.1275
0.765	3.515	2.14
0.765	3.54	2.1525
0.765	3.565	2.165
0.765	3.59	2.1775
0.765	3.615	2.19
0.765	3.64	2.2025
0.765	3.665	2.215
0.765	3.69	2.2275
0.765	3.715	2.24
0.765	3.74	2.2525
0.765	3.765	2.265
0.765	3.79	2.2775
0.765	3.815	2.29
0.765	3.84	2.3025
0.765	3.865	2.315
0.765	3.89	2.3275
0.765	3.915	2.34
0.765	3.94	2.3525
0.765	3.965	2.365
0.765	3.99	2.3775
0.765	4.015	2.39
0.765	4.04	2.4025
0.765	4.065	2.415
0.765	4.09	2.4275
0.765	4.115	2.44
0.765	4.14	2.4525
0.765	4.165	2.465
0.765	4.19	2.4775
0.765	4.215	2.49
0.765	4.24	2.5025
0.765	4.265	2.515
0.765	4.29	2.5275
0.765	4.315	2.54
0.765	4.34	2.5525
0.765	4.365	2.565
0.765	4.39	2.5775
0.765	4.415	2.59
0.765	4.44	2.6025
0.765	4.465	2.615
0.765	4.49	2.6275
0.765	4.515	2.64
0.765	4.54	2.6525
0.765	4.565	2.665
0.765	4.59	2.6775
0.765	4.615	2.69
0.765	4.64	2.7025
0.765	4.665	2.715
0.765	4.69	2.7275
0.765	4.715	2.74
0.765	4.74	2.7525
0.765	4.765	2.765
0.765	4.79	2.7775
0.765	4.815	2.79
0.765	4.84	2.8025
0.765	4.865	2.815
0.765	4.89	2.8275
0.765	4.915	2.84
0.765	4.94	2.8525
0.765	4.965	2.865
0.765	4.99	2.8775
0.765	5.015	2.89
0.765	5.04	2.9025
0.765	5.065	2.915
0.765	5.09	2.9275
0.765	5.115	2.94
0.765	5.14	2.9525
0.765	5.165	2.965
0.765	5.19	2.9775
0.765	5.215	2.99
0.765	5.24	3.0025
0.765	5.265	3.015
0.765	5.29	3.0275
0.765	5.315	3.04
0.765	5.34	3.0525
0.765	5.365	3.065
0.765	5.39	3.0775
0.765	5.415	3.09
0.765	5.44	3.1025
0.765	5.465	3.115
0.765	5.49	3.1275
0.765	5.515	3.14
0.765	5.54	3.1525
0.765	5.565	3.165
0.765	5.59	3.1775
0.765	5.615	3.19
0.765	5.64	3.2025
0.765	5.665	3.215
0.765	5.69	3.2275
0.765	5.715	3.24
0.765	5.74	3.2525
0.765	5.765	3.265
0.765	5.79	3.2775
0.765	5.815	3.29
0.765	5.84	3.3025
0.765	5.865	3.315
0.765	5.89	3.3275
0.765	5.915	3.34
0.765	5.94	3.3525
0.765	5.965	3.365
0.765	5.99	3.3775
0.765	6.015	3.39
0.765	6.04	3.4025
0.765	6.065	3.415
0.765	6.09	3.4275
0.765	6.115	3.44
0.765	6.14	3.4525
0.765	6.165	3.465
0.765	6.19	3.4775
0.765	6.215	3.49
0.765	6.24	3.5025
0.765	6.265	3.515
0.765	6.29	3.5275
0.765	6.315	3.54
0.765	6.34	3.5525
0.765	6.365	3.565
0.765	6.39	3.5775
0.765	6.415	3.59
0.765	6.44	3.6025
0.765	6.465	3.615
0.765	6.49	3.6275
0.765	6.515	3.64
0.765	6.54	3.6525
0.765	6.565	3.665
0.765	6.59	3.6775
0.765	6.615	3.69
0.765	6.64	3.7025
0.765	6.665	3.715
0.765	6.69	3.7275
0.765	6.715	3.74
0.765	6.74	3.7525
0.765	6.765	3.765
0.765	6.79	3.7775
0.765	6.815	3.79
0.765	6.84	3.8025
0.765	6.865	3.815
0.765	6.89	3.8275
0.765	6.915	3.84
0.765	6.94	3.8525
0.765	6.965	3.865
0.765	6.99	3.8775
0.765	7.015	3.89
0.765	7.04	3.9025
0.765	7.065	3.915
0.765	7.09	3.9275
0.765	7.115	3.94
0.765	7.14	3.9525
0.765	7.165	3.965
0.765	7.19	3.9775
0.765	7.215	3.99
0.765	7.24	4.0025
0.765	7.265	4.015
0.765	7.29	4.0275
0.765	7.315	4.04
0.765	7.34	4.0525
0.765	7.365	4.065
0.765	7.39	4.0775
0.765	7.415	4.09
0.765	7.44	4.1025
0.765	7.465	4.115
0.765	7.49	4.1275
0.765	7.515	4.14
0.765	7.54	4.1525
0.765	7.565	4.165
0.765	7.59	4.1775
0.765	7.615	4.19
0.765	7.64	4.2025
0.765	7.665	4.215
0.765	7.69	4.2275
0.765	7.715	4.24
0.765	7.74	4.2525
0.765	7.765	4.265
0.765	7.79	4.2775
0.765	7.815	4.29
0.765	7.84	4.3025
0.765	7.865	4.315
0.765	7.89	4.3275
0.765	7.915	4.34
0.765	7.94	4.3525
0.765	7.965	4.365
0.765	7.99	4.3775
0.765	8.015	4.39
0.765	8.04	4.4025
0.765	8.065	4.415
0.765	8.09	4.4275
0.765	8.115	4.44
0.765	8.14	4.4525
0.765	8.165	4.465
0.765	8.19	4.4775
0.765	8.215	4.49
0.765	8.24	4.5025
0.765	8.265	4.515
0.765	8.29	4.5275
0.765	8.315	4.54
0.765	8.34	4.5525
0.765	8.365	4.565
0.765	8.39	4.5775
0.765	8.415	4.59
0.765	8.44	4.6025
0.765	8.465	4.615
0.765	8.49	4.6275
0.765	8.515	4.64
0.765	8.54	4.6525
0.765	8.565	4.665
0.765	8.59	4.6775
0.765	8.615	4.69
0.765	8.64	4.7025
0.765	8.665	4.715
0.765	8.69	4.7275
0.765	8.715	4.74
0.765	8.74	4.7525
0.765	8.765	4.765
0.765	8.79	4.7775
0.765	8.815	4.79
0.765	8.84	4.8025
0.765	8.865	4.815
0.765	8.89	4.8275
0.765	8.915	4.84
0.765	8.94	4.8525
0.765	8.965	4.865
0.765	8.99	4.8775
0.765	9.015	4.89
0.765	9.04	4.9025
0.765	9.065	4.915
0.765	9.09	4.9275
0.765	9.115	4.94
0.765	9.14	4.9525
0.765	9.165	4.965
0.765	9.19	4.9775
0.765	9.215	4.99
0.765	9.24	5.0025
0.765	9.265	5.015
0.765	9.29	5.0275
0.765	9.315	5.04
0.765	9.34	5.0525
0.765	9.365	5.065
0.765	9.39	5.0775
0.765	9.415	5.09
0.765	9.44	5.1025
0.765	9.465	5.115
0.765	9.49	5.1275
0.765	9.515	5.14
0.765	9.54	5.1525
0.765	9.565	5.165
0.765	9.59	5.1775
0.765	9.615	5.19
0.765	9.64	5.2025
0.765	9.665	5.215
0.765	9.69	5.2275
0.765	9.715	5.24
0.765	9.74	5.2525
0.765	9.765	5.265
0.765	9.79	5.2775
0.765	9.815	5.29
0.765	9.84	5.3025
0.765	9.865	5.315
0.765	9.89	5.3275
0.765	9.915	5.34
0.765	9.94	5.3525
0.765	9.965	5.365
0.765	9.99	5.3775
0.765	10.015	5.39
0.765	10.04	5.4025
0.765	10.065	5.415
0.765	10.09	5.4275
0.765	10.115	5.44
0.765	10.14	5.4525
0.765	10.165	5.465
0.765	10.19	5.4775
0.765	10.215	5.49
0.765	10.24	5.5025
0.765	10.265	5.515
0.765	10.29	5.5275
0.765	10.315	5.54
0.765	10.34	5.5525
0.765	10.365	5.565
0.765	10.39	5.5775
0.765	10.415	5.59
0.765	10.44	5.6025
0.765	10.465	5.615
0.765	10.49	5.6275
0.765	10.515	5.64
0.765	10.54	5.6525
0.765	10.565	5.665
0.765	10.59	5.6775
0.765	10.615	5.69
0.765	10.64	5.7025
0.765	10.665	5.715
0.765	10.69	5.7275
0.765	10.715	5.74
0.765	10.74	5.7525
0.765	10.765	5.765
0.765	10.79	5.7775
0.765	10.815	5.79
0.765	10.84	5.8025
0.765	10.865	5.815
0.765	10.89	5.8275
0.765	10.915	5.84
0.765	10.94	5.8525
0.765	10.965	5.865
0.765	10.99	5.8775
0.765	11.015	5.89
0.765	11.04	5.9025
0.765	11.065	5.915
0.765	11.09	5.9275
0.765	11.115	5.94
0.765	11.14	5.9525
0.765	11.165	5.965
0.765	11.19	5.9775
0.765	11.215	5.99
0.765	11.24	6.0025
0.765	11.265	6.015
0.765	11.29	6.0275
0.765	11.315	6.04
0.765	11.34	6.0525
0.765	11.365	6.065
0.765	11.39	6.0775
0.765	11.415	6.09
0.765	11.44	6.1025
0.765	11.465	6.115
0.765	11.49	6.1275
0.765	11.515	6.14
0.765	11.54	6.1525
0.765	11.565	6.165
0.765	11.59	6.1775
0.765	11.615	6.19
0.765	11.64	6.2025
0.765	11.665	6.215
0.765	11.69	6.2275
0.765	11.715	6.24
0.765	11.74	6.2525
0.765	11.765	6.265
0.765	11.79	6.2775
0.765	11.815	6.29
0.765	11.84	6.3025
0.765	11.865	6.315
0.765	11.89	6.3275
0.765	11.915	6.34
0.765	11.94	6.3525
0.765	11.965	6.365
0.765	11.99	6.3775
0.765	12.015	6.39
0.765	12.04	6.4025
0.765	12.065	6.415
0.765	12.09	6.4275
0.765	12.115	6.44
0.765	12.14	6.4525
0.765	12.165	6.465
0.765	12.19	6.4775
0.765	12.215	6.49
0.765	12.24	6.5025
0.765	12.265	6.515
0.765	12.29	6.5275
0.765	12.315	6.54
0.765	12.34	6.5525
0.765	12.365	6.565
0.765	12.39	6.5775
0.765	12.415	6.59
0.765	12.44	6.6025
0.765	12.465	6.615
0.765	12.49	6.6275
0.765	12.515	6.64
0.765	12.54	6.6525
0.765	12.565	6.665
0.765	12.59	6.6775
0.765	12.615	6.69
0.765	12.64	6.7025
0.765	12.665	6.715
0.765	12.69	6.7275
0.765	12.715	6.74
0.765	12.74	6.7525
0.765	12.765	6.765
0.765	12.79	6.7775
0.765	12.815	6.79
0.765	12.84	6.8025
0.765	12.865	6.815
0.765	12.89	6.8275
0.79	0.815	0.8025
0.79	0.84	0.815
0.79	0.865	0.8275
0.79	0.89	0.84
0.79	0.915	0.8525
0.79	0.94	0.865
0.79	0.965	0.8775
0.79	0.99	0.89
0.79	1.015	0.9025
0.79	1.04	0.915
0.79	1.065	0.9275
0.79	1.09	0.94
0.79	1.115	0.9525
0.79	1.14	0.965
0.79	1.165	0.9775
0.79	1.19	0.99
0.79	1.215	1.0025
0.79	1.24	1.015
0.79	1.265	1.0275
0.79	1.29	1.04
0.79	1.315	1.0525
0.79	1.34	1.065
0.79	1.365	1.0775
0.79	1.39	1.09
0.79	1.415	1.1025
0.79	1.44	1.115
0.79	1.465	1.1275
0.79	1.49	1.14
0.79	1.515	1.1525
0.79	1.54	1.165
0.79	1.565	1.1775
0.79	1.59	1.19
0.79	1.615	1.2025
0.79	1.64	1.215
0.79	1.665	1.2275
0.79	1.69	1.24
0.79	1.715	1.2525
0.79	1.74	1.265
0.79	1.765	1.2775
0.79	1.79	1.29
0.79	1.815	1.3025
0.79	1.84	1.315
0.79	1.865	1.3275
0.79	1.89	1.34
0.79	1.915	1.3525
0.79	1.94	1.365
0.79	1.965	1.3775
0.79	1.99	1.39
0.79	2.015	1.4025
0.79	2.04	1.415
0.79	2.065	1.4275
0.79	2.09	1.44
0.79	2.115	1.4525
0.79	2.14	1.465
0.79	2.165	1.4775
0.79	2.19	1.49
0.79	2.215	1.5025
0.79	2.24	1.515
0.79	2.265	1.5275
0.79	2.29	1.54
0.79	2.315	1.5525
0.79	2.34	1.565
0.79	2.365	1.5775
0.79	2.39	1.59
0.79	2.415	1.6025
0.79	2.44	1.615
0.79	2.465	1.6275
0.79	2.49	1.64
0.79	2.515	1.6525
0.79	2.54	1.665
0.79	2.565	1.6775
0.79	2.59	1.69
0.79	2.615	1.7025
0.79	2.64	1.715
0.79	2.665	1.7275
0.79	2.69	1.74
0.79	2.715	1.7525
0.79	2.74	1.765
0.79	2.765	1.7775
0.79	2.79	1.79
0.79	2.815	1.8025
0.79	2.84	1.815
0.79	2.865	1.8275
0.79	2.89	1.84
0.79	2.915	1.8525
0.79	2.94	1.865
0.79	2.965	1.8775
0.79	2.99	1.89
0.79	3.015	1.9025
0.79	3.04	1.915
0.79	3.065	1.9275
0.79	3.09	1.94
0.79	3.115	1.9525
0.79	3.14	1.965
0.79	3.165	1.9775
0.79	3.19	1.99
0.79	3.215	2.0025
0.79	3.24	2.015
0.79	3.265	2.0275
0.79	3.29	2.04
0.79	3.315	2.0525
0.79	3.34	2.065
0.79	3.365	2.0775
0.79	3.39	2.09
0.79	3.415	2.1025
0.79	3.44	2.115
0.79	3.465	2.1275
0.79	3.49	2.14
0.79	3.515	2.1525
0.79	3.54	2.165
0.79	3.565	2.1775
0.79	3.59	2.19
0.79	3.615	2.2025
0.79	3.64	2.215
0.79	3.665	2.2275
0.79	3.69	2.24
0.79	3.715	2.2525
0.79	3.74	2.265
0.79	3.765	2.2775
0.79	3.79	2.29
0.79	3.815	2.3025
0.79	3.84	2.315
0.79	3.865	2.3275
0.79	3.89	2.34
0.79	3.915	2.3525
0.79	3.94	2.365
0.79	3.965	2.3775
0.79	3.99	2.39
0.79	4.015	2.4025
0.79	4.04	2.415
0.79	4.065	2.4275
0.79	4.09	2.44
0.79	4.115	2.4525
0.79	4.14	2.465
0.79	4.165	2.4775
0.79	4.19	2.49
0.79	4.215	2.5025
0.79	4.24	2.515
0.79	4.265	2.5275
0.79	4.29	2.54
0.79	4.315	2.5525
0.79	4.34	2.565
0.79	4.365	2.5775
0.79	4.39	2.59
0.79	4.415	2.6025
0.79	4.44	2.615
0.79	4.465	2.6275
0.79	4.49	2.64
0.79	4.515	2.6525
0.79	4.54	2.665
0.79	4.565	2.6775
0.79	4.59	2.69
0.79	4.615	2.7025
0.79	4.64	2.715
0.79	4.665	2.7275
0.79	4.69	2.74
0.79	4.715	2.7525
0.79	4.74	2.765
0.79	4.765	2.7775
0.79	4.79	2.79
0.79	4.815	2.8025
0.79	4.84	2.815
0.79	4.865	2.8275
0.79	4.89	2.84
0.79	4.915	2.8525
0.79	4.94	2.865
0.79	4.965	2.8775
0.79	4.99	2.89
0.79	5.015	2.9025
0.79	5.04	2.915
0.79	5.065	2.9275
0.79	5.09	2.94
0.79	5.115	2.9525
0.79	5.14	2.965
0.79	5.165	2.9775
0.79	5.19	2.99
0.79	5.215	3.0025
0.79	5.24	3.015
0.79	5.265	3.0275
0.79	5.29	3.04
0.79	5.315	3.0525
0.79	5.34	3.065
0.79	5.365	3.0775
0.79	5.39	3.09
0.79	5.415	3.1025
0.79	5.44	3.115
0.79	5.465	3.1275
0.79	5.49	3.14
0.79	5.515	3.1525
0.79	5.54	3.165
0.79	5.565	3.1775
0.79	5.59	3.19
0.79	5.615	3.2025
0.79	5.64	3.215
0.79	5.665	3.2275
0.79	5.69	3.24
0.79	5.715	3.2525
0.79	5.74	3.265
0.79	5.765	3.2775
0.79	5.79	3.29
0.79	5.815	3.3025
0.79	5.84	3.315
0.79	5.865	3.3275
0.79	5.89	3.34
0.79	5.915	3.3525
0.79	5.94	3.365
0.79	5.965	3.3775
0.79	5.99	3.39
0.79	6.015	3.4025
0.79	6.04	3.415
0.79	6.065	3.4275
0.79	6.09	3.44
0.79	6.115	3.4525
0.79	6.14	3.465
0.79	6.165	3.4775
0.79	6.19	3.49
0.79	6.215	3.5025
0.79	6.24	3.515
0.79	6.265	3.5275
0.79	6.29	3.54
0.79	6.315	3.5525
0.79	6.34	3.565
0.79	6.365	3.5775
0.79	6.39	3.59
0.79	6.415	3.6025
0.79	6.44	3.615
0.79	6.465	3.6275
0.79	6.49	3.64
0.79	6.515	3.6525
0.79	6.54	3.665
0.79	6.565	3.6775
0.79	6.59	3.69
0.79	6.615	3.7025
0.79	6.64	3.715
0.79	6.665	3.7275
0.79	6.69	3.74
0.79	6.715	3.7525
0.79	6.74	3.765
0.79	6.765	3.7775
0.79	6.79	3.79
0.79	6.815	3.8025
0.79	6.84	3.815
0.79	6.865	3.8275
0.79	6.89	3.84
0.79	6.915	3.8525
0.79	6.94	3.865
0.79	6.965	3.8775
0.79	6.99	3.89
0.79	7.015	3.9025
0.79	7.04	3.915
0.79	7.065	3.9275
0.79	7.09	3.94
0.79	7.115	3.9525
0.79	7.14	3.965
0.79	7.165	3.9775
0.79	7.19	3.99
0.79	7.215	4.0025
0.79	7.24	4.015
0.79	7.265	4.0275
0.79	7.29	4.04
0.79	7.315	4.0525
0.79	7.34	4.065
0.79	7.365	4.0775
0.79	7.39	4.09
0.79	7.415	4.1025
0.79	7.44	4.115
0.79	7.465	4.1275
0.79	7.49	4.14
0.79	7.515	4.1525
0.79	7.54	4.165
0.79	7.565	4.1775
0.79	7.59	4.19
0.79	7.615	4.2025
0.79	7.64	4.215
0.79	7.665	4.2275
0.79	7.69	4.24
0.79	7.715	4.2525
0.79	7.74	4.265
0.79	7.765	4.2775
0.79	7.79	4.29
0.79	7.815	4.3025
0.79	7.84	4.315
0.79	7.865	4.3275
0.79	7.89	4.34
0.79	7.915	4.3525
0.79	7.94	4.365
0.79	7.965	4.3775
0.79	7.99	4.39
0.79	8.015	4.4025
0.79	8.04	4.415
0.79	8.065	4.4275
0.79	8.09	4.44
0.79	8.115	4.4525
0.79	8.14	4.465
0.79	8.165	4.4775
0.79	8.19	4.49
0.79	8.215	4.5025
0.79	8.24	4.515
0.79	8.265	4.5275
0.79	8.29	4.54
0.79	8.315	4.5525
0.79	8.34	4.565
0.79	8.365	4.5775
0.79	8.39	4.59
0.79	8.415	4.6025
0.79	8.44	4.615
0.79	8.465	4.6275
0.79	8.49	4.64
0.79	8.515	4.6525
0.79	8.54	4.665
0.79	8.565	4.6775
0.79	8.59	4.69
0.79	8.615	4.7025
0.79	8.64	4.715
0.79	8.665	4.7275
0.79	8.69	4.74
0.79	8.715	4.7525
0.79	8.74	4.765
0.79	8.765	4.7775
0.79	8.79	4.79
0.79	8.815	4.8025
0.79	8.84	4.815
0.79	8.865	4.8275
0.79	8.89	4.84
0.79	8.915	4.8525
0.79	8.94	4.865
0.79	8.965	4.8775
0.79	8.99	4.89
0.79	9.015	4.9025
0.79	9.04	4.915
0.79	9.065	4.9275
0.79	9.09	4.94
0.79	9.115	4.9525
0.79	9.14	4.965
0.79	9.165	4.9775
0.79	9.19	4.99
0.79	9.215	5.0025
0.79	9.24	5.015
0.79	9.265	5.0275
0.79	9.29	5.04
0.79	9.315	5.0525
0.79	9.34	5.065
0.79	9.365	5.0775
0.79	9.39	5.09
0.79	9.415	5.1025
0.79	9.44	5.115
0.79	9.465	5.1275
0.79	9.49	5.14
0.79	9.515	5.1525
0.79	9.54	5.165
0.79	9.565	5.1775
0.79	9.59	5.19
0.79	9.615	5.2025
0.79	9.64	5.215
0.79	9.665	5.2275
0.79	9.69	5.24
0.79	9.715	5.2525
0.79	9.74	5.265
0.79	9.765	5.2775
0.79	9.79	5.29
0.79	9.815	5.3025
0.79	9.84	5.315
0.79	9.865	5.3275
0.79	9.89	5.34
0.79	9.915	5.3525
0.79	9.94	5.365
0.79	9.965	5.3775
0.79	9.99	5.39
0.79	10.015	5.4025
0.79	10.04	5.415
0.79	10.065	5.4275
0.79	10.09	5.44
0.79	10.115	5.4525
0.79	10.14	5.465
0.79	10.165	5.4775
0.79	10.19	5.49
0.79	10.215	5.5025
0.79	10.24	5.515
0.79	10.265	5.5275
0.79	10.29	5.54
0.79	10.315	5.5525
0.79	10.34	5.565
0.79	10.365	5.5775
0.79	10.39	5.59
0.79	10.415	5.6025
0.79	10.44	5.615
0.79	10.465	5.6275
0.79	10.49	5.64
0.79	10.515	5.6525
0.79	10.54	5.665
0.79	10.565	5.6775
0.79	10.59	5.69
0.79	10.615	5.7025
0.79	10.64	5.715
0.79	10.665	5.7275
0.79	10.69	5.74
0.79	10.715	5.7525
0.79	10.74	5.765
0.79	10.765	5.7775
0.79	10.79	5.79
0.79	10.815	5.8025
0.79	10.84	5.815
0.79	10.865	5.8275
0.79	10.89	5.84
0.79	10.915	5.8525
0.79	10.94	5.865
0.79	10.965	5.8775
0.79	10.99	5.89
0.79	11.015	5.9025
0.79	11.04	5.915
0.79	11.065	5.9275
0.79	11.09	5.94
0.79	11.115	5.9525
0.79	11.14	5.965
0.79	11.165	5.9775
0.79	11.19	5.99
0.79	11.215	6.0025
0.79	11.24	6.015
0.79	11.265	6.0275
0.79	11.29	6.04
0.79	11.315	6.0525
0.79	11.34	6.065
0.79	11.365	6.0775
0.79	11.39	6.09
0.79	11.415	6.1025
0.79	11.44	6.115
0.79	11.465	6.1275
0.79	11.49	6.14
0.79	11.515	6.1525
0.79	11.54	6.165
0.79	11.565	6.1775
0.79	11.59	6.19
0.79	11.615	6.2025
0.79	11.64	6.215
0.79	11.665	6.2275
0.79	11.69	6.24
0.79	11.715	6.2525
0.79	11.74	6.265
0.79	11.765	6.2775
0.79	11.79	6.29
0.79	11.815	6.3025
0.79	11.84	6.315
0.79	11.865	6.3275
0.79	11.89	6.34
0.79	11.915	6.3525
0.79	11.94	6.365
0.79	11.965	6.3775
0.79	11.99	6.39
0.79	12.015	6.4025
0.79	12.04	6.415
0.79	12.065	6.4275
0.79	12.09	6.44
0.79	12.115	6.4525
0.79	12.14	6.465
0.79	12.165	6.4775
0.79	12.19	6.49
0.79	12.215	6.5025
0.79	12.24	6.515
0.79	12.265	6.5275
0.79	12.29	6.54
0.79	12.315	6.5525
0.79	12.34	6.565
0.79	12.365	6.5775
0.79	12.39	6.59
0.79	12.415	6.6025
0.79	12.44	6.615
0.79	12.465	6.6275
0.79	12.49	6.64
0.79	12.515	6.6525
0.79	12.54	6.665
0.79	12.565	6.6775
0.79	12.59	6.69
0.79	12.615	6.7025
0.79	12.64	6.715
0.79	12.665	6.7275
0.79	12.69	6.74
0.79	12.715	6.7525
0.79	12.74	6.765
0.79	12.765	6.7775
0.79	12.79	6.79
0.79	12.815	6.8025
0.79	12.84	6.815
0.79	12.865	6.8275
0.79	12.89	6.84
0.815	0.84	0.8275
0.815	0.865	0.84
0.815	0.89	0.8525
0.815	0.915	0.865
0.815	0.94	0.8775
0.815	0.965	0.89
0.815	0.99	0.9025
0.815	1.015	0.915
0.815	1.04	0.9275
0.815	1.065	0.94
0.815	1.09	0.9525
0.815	1.115	0.965
0.815	1.14	0.9775
0.815	1.165	0.99
0.815	1.19	1.0025
0.815	1.215	1.015
0.815	1.24	1.0275
0.815	1.265	1.04
0.815	1.29	1.0525
0.815	1.315	1.065
0.815	1.34	1.0775
0.815	1.365	1.09
0.815	1.39	1.1025
0.815	1.415	1.115
0.815	1.44	1.1275
0.815	1.465	1.14
0.815	1.49	1.1525
0.815	1.515	1.165
0.815	1.54	1.1775
0.815	1.565	1.19
0.815	1.59	1.2025
0.815	1.615	1.215
0.815	1.64	1.2275
0.815	1.665	1.24
0.815	1.69	1.2525
0.815	1.715	1.265
0.815	1.74	1.2775
0.815	1.765	1.29
0.815	1.79	1.3025
0.815	1.815	1.315
0.815	1.84	1.3275
0.815	1.865	1.34
0.815	1.89	1.3525
0.815	1.915	1.365
0.815	1.94	1.3775
0.815	1.965	1.39
0.815	1.99	1.4025
0.815	2.015	1.415
0.815	2.04	1.4275
0.815	2.065	1.44
0.815	2.09	1.4525
0.815	2.115	1.465
0.815	2.14	1.4775
0.815	2.165	1.49
0.815	2.19	1.5025
0.815	2.215	1.515
0.815	2.24	1.5275
0.815	2.265	1.54
0.815	2.29	1.5525
0.815	2.315	1.565
0.815	2.34	1.5775
0.815	2.365	1.59
0.815	2.39	1.6025
0.815	2.415	1.615
0.815	2.44	1.6275
0.815	2.465	1.64
0.815	2.49	1.6525
0.815	2.515	1.665
0.815	2.54	1.6775
0.815	2.565	1.69
0.815	2.59	1.7025
0.815	2.615	1.715
0.815	2.64	1.7275
0.815	2.665	1.74
0.815	2.69	1.7525
0.815	2.715	1.765
0.815	2.74	1.7775
0.815	2.765	1.79
0.815	2.79	1.8025
0.815	2.815	1.815
0.815	2.84	1.8275
0.815	2.865	1.84
0.815	2.89	1.8525
0.815	2.915	1.865
0.815	2.94	1.8775
0.815	2.965	1.89
0.815	2.99	1.9025
0.815	3.015	1.915
0.815	3.04	1.9275
0.815	3.065	1.94
0.815	3.09	1.9525
0.815	3.115	1.965
0.815	3.14	1.9775
0.815	3.165	1.99
0.815	3.19	2.0025
0.815	3.215	2.015
0.815	3.24	2.0275
0.815	3.265	2.04
0.815	3.29	2.0525
0.815	3.315	2.065
0.815	3.34	2.0775
0.815	3.365	2.09
0.815	3.39	2.1025
0.815	3.415	2.115
0.815	3.44	2.1275
0.815	3.465	2.14
0.815	3.49	2.1525
0.815	3.515	2.165
0.815	3.54	2.1775
0.815	3.565	2.19
0.815	3.59	2.2025
0.815	3.615	2.215
0.815	3.64	2.2275
0.815	3.665	2.24
0.815	3.69	2.2525
0.815	3.715	2.265
0.815	3.74	2.2775
0.815	3.765	2.29
0.815	3.79	2.3025
0.815	3.815	2.315
0.815	3.84	2.3275
0.815	3.865	2.34
0.815	3.89	2.3525
0.815	3.915	2.365
0.815	3.94	2.3775
0.815	3.965	2.39
0.815	3.99	2.4025
0.815	4.015	2.415
0.815	4.04	2.4275
0.815	4.065	2.44
0.815	4.09	2.4525
0.815	4.115	2.465
0.815	4.14	2.4775
0.815	4.165	2.49
0.815	4.19	2.5025
0.815	4.215	2.515
0.815	4.24	2.5275
0.815	4.265	2.54
0.815	4.29	2.5525
0.815	4.315	2.565
0.815	4.34	2.5775
0.815	4.365	2.59
0.815	4.39	2.6025
0.815	4.415	2.615
0.815	4.44	2.6275
0.815	4.465	2.64
0.815	4.49	2.6525
0.815	4.515	2.665
0.815	4.54	2.6775
0.815	4.565	2.69
0.815	4.59	2.7025
0.815	4.615	2.715
0.815	4.64	2.7275
0.815	4.665	2.74
0.815	4.69	2.7525
0.815	4.715	2.765
0.815	4.74	2.7775
0.815	4.765	2.79
0.815	4.79	2.8025
0.815	4.815	2.815
0.815	4.84	2.8275
0.815	4.865	2.84
0.815	4.89	2.8525
0.815	4.915	2.865
0.815	4.94	2.8775
0.815	4.965	2.89
0.815	4.99	2.9025
0.815	5.015	2.915
0.815	5.04	2.9275
0.815	5.065	2.94
0.815	5.09	2.9525
0.815	5.115	2.965
0.815	5.14	2.9775
0.815	5.165	2.99
0.815	5.19	3.0025
0.815	5.215	3.015
0.815	5.24	3.0275
0.815	5.265	3.04
0.815	5.29	3.0525
0.815	5.315	3.065
0.815	5.34	3.0775
0.815	5.365	3.09
0.815	5.39	3.1025
0.815	5.415	3.115
0.815	5.44	3.1275
0.815	5.465	3.14
0.815	5.49	3.1525
0.815	5.515	3.165
0.815	5.54	3.1775
0.815	5.565	3.19
0.815	5.59	3.2025
0.815	5.615	3.215
0.815	5.64	3.2275
0.815	5.665	3.24
0.815	5.69	3.2525
0.815	5.715	3.265
0.815	5.74	3.2775
0.815	5.765	3.29
0.815	5.79	3.3025
0.815	5.815	3.315
0.815	5.84	3.3275
0.815	5.865	3.34
0.815	5.89	3.3525
0.815	5.915	3.365
0.815	5.94	3.3775
0.815	5.965	3.39
0.815	5.99	3.4025
0.815	6.015	3.415
0.815	6.04	3.4275
0.815	6.065	3.44
0.815	6.09	3.4525
0.815	6.115	3.465
0.815	6.14	3.4775
0.815	6.165	3.49
0.815	6.19	3.5025
0.815	6.215	3.515
0.815	6.24	3.5275
0.815	6.265	3.54
0.815	6.29	3.5525
0.815	6.315	3.565
0.815	6.34	3.5775
0.815	6.365	3.59
0.815	6.39	3.6025
0.815	6.415	3.615
0.815	6.44	3.6275
0.815	6.465	3.64
0.815	6.49	3.6525
0.815	6.515	3.665
0.815	6.54	3.6775
0.815	6.565	3.69
0.815	6.59	3.7025
0.815	6.615	3.715
0.815	6.64	3.7275
0.815	6.665	3.74
0.815	6.69	3.7525
0.815	6.715	3.765
0.815	6.74	3.7775
0.815	6.765	3.79
0.815	6.79	3.8025
0.815	6.815	3.815
0.815	6.84	3.8275
0.815	6.865	3.84
0.815	6.89	3.8525
0.815	6.915	3.865
0.815	6.94	3.8775
0.815	6.965	3.89
0.815	6.99	3.9025
0.815	7.015	3.915
0.815	7.04	3.9275
0.815	7.065	3.94
0.815	7.09	3.9525
0.815	7.115	3.965
0.815	7.14	3.9775
