"var.x1"	"var.x2"	"var.mid"
0.34	0.365	0.3525
0.34	0.39	0.365
0.34	0.415	0.3775
0.34	0.44	0.39
0.34	0.465	0.4025
0.34	0.49	0.415
0.34	0.515	0.4275
0.34	0.54	0.44
0.34	0.565	0.4525
0.34	0.59	0.465
0.34	0.615	0.4775
0.34	0.64	0.49
0.34	0.665	0.5025
0.34	0.69	0.515
0.34	0.715	0.5275
0.34	0.74	0.54
0.34	0.765	0.5525
0.34	0.79	0.565
0.34	0.815	0.5775
0.34	0.84	0.59
0.34	0.865	0.6025
0.34	0.89	0.615
0.34	0.915	0.6275
0.34	0.94	0.64
0.34	0.965	0.6525
0.34	0.99	0.665
0.34	1.015	0.6775
0.34	1.04	0.69
0.34	1.065	0.7025
0.34	1.09	0.715
0.34	1.115	0.7275
0.34	1.14	0.74
0.34	1.165	0.7525
0.34	1.19	0.765
0.34	1.215	0.7775
0.34	1.24	0.79
0.34	1.265	0.8025
0.34	1.29	0.815
0.34	1.315	0.8275
0.34	1.34	0.84
0.34	1.365	0.8525
0.34	1.39	0.865
0.34	1.415	0.8775
0.34	1.44	0.89
0.34	1.465	0.9025
0.34	1.49	0.915
0.34	1.515	0.9275
0.34	1.54	0.94
0.34	1.565	0.9525
0.34	1.59	0.965
0.34	1.615	0.9775
0.34	1.64	0.99
0.34	1.665	1.0025
0.34	1.69	1.015
0.34	1.715	1.0275
0.34	1.74	1.04
0.34	1.765	1.0525
0.34	1.79	1.065
0.34	1.815	1.0775
0.34	1.84	1.09
0.34	1.865	1.1025
0.34	1.89	1.115
0.34	1.915	1.1275
0.34	1.94	1.14
0.34	1.965	1.1525
0.34	1.99	1.165
0.34	2.015	1.1775
0.34	2.04	1.19
0.34	2.065	1.2025
0.34	2.09	1.215
0.34	2.115	1.2275
0.34	2.14	1.24
0.34	2.165	1.2525
0.34	2.19	1.265
0.34	2.215	1.2775
0.34	2.24	1.29
0.34	2.265	1.3025
0.34	2.29	1.315
0.34	2.315	1.3275
0.34	2.34	1.34
0.34	2.365	1.3525
0.34	2.39	1.365
0.34	2.415	1.3775
0.34	2.44	1.39
0.34	2.465	1.4025
0.34	2.49	1.415
0.34	2.515	1.4275
0.34	2.54	1.44
0.34	2.565	1.4525
0.34	2.59	1.465
0.34	2.615	1.4775
0.34	2.64	1.49
0.34	2.665	1.5025
0.34	2.69	1.515
0.34	2.715	1.5275
0.34	2.74	1.54
0.34	2.765	1.5525
0.34	2.79	1.565
0.34	2.815	1.5775
0.34	2.84	1.59
0.34	2.865	1.6025
0.34	2.89	1.615
0.34	2.915	1.6275
0.34	2.94	1.64
0.34	2.965	1.6525
0.34	2.99	1.665
0.34	3.015	1.6775
0.34	3.04	1.69
0.34	3.065	1.7025
0.34	3.09	1.715
0.34	3.115	1.7275
0.34	3.14	1.74
0.34	3.165	1.7525
0.34	3.19	1.765
0.34	3.215	1.7775
0.34	3.24	1.79
0.34	3.265	1.8025
0.34	3.29	1.815
0.34	3.315	1.8275
0.34	3.34	1.84
0.34	3.365	1.8525
0.34	3.39	1.865
0.34	3.415	1.8775
0.34	3.44	1.89
0.34	3.465	1.9025
0.34	3.49	1.915
0.34	3.515	1.9275
0.34	3.54	1.94
0.34	3.565	1.9525
0.34	3.59	1.965
0.34	3.615	1.9775
0.34	3.64	1.99
0.34	3.665	2.0025
0.34	3.69	2.015
0.34	3.715	2.0275
0.34	3.74	2.04
0.34	3.765	2.0525
0.34	3.79	2.065
0.34	3.815	2.0775
0.34	3.84	2.09
0.34	3.865	2.1025
0.34	3.89	2.115
0.34	3.915	2.1275
0.34	3.94	2.14
0.34	3.965	2.1525
0.34	3.99	2.165
0.34	4.015	2.1775
0.34	4.04	2.19
0.34	4.065	2.2025
0.34	4.09	2.215
0.34	4.115	2.2275
0.34	4.14	2.24
0.34	4.165	2.2525
0.34	4.19	2.265
0.34	4.215	2.2775
0.34	4.24	2.29
0.34	4.265	2.3025
0.34	4.29	2.315
0.34	4.315	2.3275
0.34	4.34	2.34
0.34	4.365	2.3525
0.34	4.39	2.365
0.34	4.415	2.3775
0.34	4.44	2.39
0.34	4.465	2.4025
0.34	4.49	2.415
0.34	4.515	2.4275
0.34	4.54	2.44
0.34	4.565	2.4525
0.34	4.59	2.465
0.34	4.615	2.4775
0.34	4.64	2.49
0.34	4.665	2.5025
0.34	4.69	2.515
0.34	4.715	2.5275
0.34	4.74	2.54
0.34	4.765	2.5525
0.34	4.79	2.565
0.34	4.815	2.5775
0.34	4.84	2.59
0.34	4.865	2.6025
0.34	4.89	2.615
0.34	4.915	2.6275
0.34	4.94	2.64
0.34	4.965	2.6525
0.34	4.99	2.665
0.34	5.015	2.6775
0.34	5.04	2.69
0.34	5.065	2.7025
0.34	5.09	2.715
0.34	5.115	2.7275
0.34	5.14	2.74
0.34	5.165	2.7525
0.34	5.19	2.765
0.34	5.215	2.7775
0.34	5.24	2.79
0.34	5.265	2.8025
0.34	5.29	2.815
0.34	5.315	2.8275
0.34	5.34	2.84
0.34	5.365	2.8525
0.34	5.39	2.865
0.34	5.415	2.8775
0.34	5.44	2.89
0.34	5.465	2.9025
0.34	5.49	2.915
0.34	5.515	2.9275
0.34	5.54	2.94
0.34	5.565	2.9525
0.34	5.59	2.965
0.34	5.615	2.9775
0.34	5.64	2.99
0.34	5.665	3.0025
0.34	5.69	3.015
0.34	5.715	3.0275
0.34	5.74	3.04
0.34	5.765	3.0525
0.34	5.79	3.065
0.34	5.815	3.0775
0.34	5.84	3.09
0.34	5.865	3.1025
0.34	5.89	3.115
0.34	5.915	3.1275
0.34	5.94	3.14
0.34	5.965	3.1525
0.34	5.99	3.165
0.34	6.015	3.1775
0.34	6.04	3.19
0.34	6.065	3.2025
0.34	6.09	3.215
0.34	6.115	3.2275
0.34	6.14	3.24
0.34	6.165	3.2525
0.34	6.19	3.265
0.34	6.215	3.2775
0.34	6.24	3.29
0.34	6.265	3.3025
0.34	6.29	3.315
0.34	6.315	3.3275
0.34	6.34	3.34
0.34	6.365	3.3525
0.34	6.39	3.365
0.34	6.415	3.3775
0.34	6.44	3.39
0.34	6.465	3.4025
0.34	6.49	3.415
0.34	6.515	3.4275
0.34	6.54	3.44
0.34	6.565	3.4525
0.34	6.59	3.465
0.34	6.615	3.4775
0.34	6.64	3.49
0.34	6.665	3.5025
0.34	6.69	3.515
0.34	6.715	3.5275
0.34	6.74	3.54
0.34	6.765	3.5525
0.34	6.79	3.565
0.34	6.815	3.5775
0.34	6.84	3.59
0.34	6.865	3.6025
0.34	6.89	3.615
0.34	6.915	3.6275
0.34	6.94	3.64
0.34	6.965	3.6525
0.34	6.99	3.665
0.34	7.015	3.6775
0.34	7.04	3.69
0.34	7.065	3.7025
0.34	7.09	3.715
0.34	7.115	3.7275
0.34	7.14	3.74
0.34	7.165	3.7525
0.34	7.19	3.765
0.34	7.215	3.7775
0.34	7.24	3.79
0.34	7.265	3.8025
0.34	7.29	3.815
0.34	7.315	3.8275
0.34	7.34	3.84
0.34	7.365	3.8525
0.34	7.39	3.865
0.34	7.415	3.8775
0.34	7.44	3.89
0.34	7.465	3.9025
0.34	7.49	3.915
0.34	7.515	3.9275
0.34	7.54	3.94
0.34	7.565	3.9525
0.34	7.59	3.965
0.34	7.615	3.9775
0.34	7.64	3.99
0.34	7.665	4.0025
0.34	7.69	4.015
0.34	7.715	4.0275
0.34	7.74	4.04
0.34	7.765	4.0525
0.34	7.79	4.065
0.34	7.815	4.0775
0.34	7.84	4.09
0.34	7.865	4.1025
0.34	7.89	4.115
0.34	7.915	4.1275
0.34	7.94	4.14
0.34	7.965	4.1525
0.34	7.99	4.165
0.34	8.015	4.1775
0.34	8.04	4.19
0.34	8.065	4.2025
0.34	8.09	4.215
0.34	8.115	4.2275
0.34	8.14	4.24
0.34	8.165	4.2525
0.34	8.19	4.265
0.34	8.215	4.2775
0.34	8.24	4.29
0.34	8.265	4.3025
0.34	8.29	4.315
0.34	8.315	4.3275
0.34	8.34	4.34
0.34	8.365	4.3525
0.34	8.39	4.365
0.34	8.415	4.3775
0.34	8.44	4.39
0.34	8.465	4.4025
0.34	8.49	4.415
0.34	8.515	4.4275
0.34	8.54	4.44
0.34	8.565	4.4525
0.34	8.59	4.465
0.34	8.615	4.4775
0.34	8.64	4.49
0.34	8.665	4.5025
0.34	8.69	4.515
0.34	8.715	4.5275
0.34	8.74	4.54
0.34	8.765	4.5525
0.34	8.79	4.565
0.34	8.815	4.5775
0.34	8.84	4.59
0.34	8.865	4.6025
0.34	8.89	4.615
0.34	8.915	4.6275
0.34	8.94	4.64
0.34	8.965	4.6525
0.34	8.99	4.665
0.34	9.015	4.6775
0.34	9.04	4.69
0.34	9.065	4.7025
0.34	9.09	4.715
0.34	9.115	4.7275
0.34	9.14	4.74
0.34	9.165	4.7525
0.34	9.19	4.765
0.34	9.215	4.7775
0.34	9.24	4.79
0.34	9.265	4.8025
0.34	9.29	4.815
0.34	9.315	4.8275
0.34	9.34	4.84
0.34	9.365	4.8525
0.34	9.39	4.865
0.34	9.415	4.8775
0.34	9.44	4.89
0.34	9.465	4.9025
0.34	9.49	4.915
0.34	9.515	4.9275
0.34	9.54	4.94
0.34	9.565	4.9525
0.34	9.59	4.965
0.34	9.615	4.9775
0.34	9.64	4.99
0.34	9.665	5.0025
0.34	9.69	5.015
0.34	9.715	5.0275
0.34	9.74	5.04
0.34	9.765	5.0525
0.34	9.79	5.065
0.34	9.815	5.0775
0.34	9.84	5.09
0.34	9.865	5.1025
0.34	9.89	5.115
0.34	9.915	5.1275
0.34	9.94	5.14
0.34	9.965	5.1525
0.34	9.99	5.165
0.34	10.015	5.1775
0.34	10.04	5.19
0.34	10.065	5.2025
0.34	10.09	5.215
0.34	10.115	5.2275
0.34	10.14	5.24
0.34	10.165	5.2525
0.34	10.19	5.265
0.34	10.215	5.2775
0.34	10.24	5.29
0.34	10.265	5.3025
0.34	10.29	5.315
0.34	10.315	5.3275
0.34	10.34	5.34
0.34	10.365	5.3525
0.34	10.39	5.365
0.34	10.415	5.3775
0.34	10.44	5.39
0.34	10.465	5.4025
0.34	10.49	5.415
0.34	10.515	5.4275
0.34	10.54	5.44
0.34	10.565	5.4525
0.34	10.59	5.465
0.34	10.615	5.4775
0.34	10.64	5.49
0.34	10.665	5.5025
0.34	10.69	5.515
0.34	10.715	5.5275
0.34	10.74	5.54
0.34	10.765	5.5525
0.34	10.79	5.565
0.34	10.815	5.5775
0.34	10.84	5.59
0.34	10.865	5.6025
0.34	10.89	5.615
0.34	10.915	5.6275
0.34	10.94	5.64
0.34	10.965	5.6525
0.34	10.99	5.665
0.34	11.015	5.6775
0.34	11.04	5.69
0.34	11.065	5.7025
0.34	11.09	5.715
0.34	11.115	5.7275
0.34	11.14	5.74
0.34	11.165	5.7525
0.34	11.19	5.765
0.34	11.215	5.7775
0.34	11.24	5.79
0.34	11.265	5.8025
0.34	11.29	5.815
0.34	11.315	5.8275
0.34	11.34	5.84
0.34	11.365	5.8525
0.34	11.39	5.865
0.34	11.415	5.8775
0.34	11.44	5.89
0.34	11.465	5.9025
0.34	11.49	5.915
0.34	11.515	5.9275
0.34	11.54	5.94
0.34	11.565	5.9525
0.34	11.59	5.965
0.34	11.615	5.9775
0.34	11.64	5.99
0.34	11.665	6.0025
0.34	11.69	6.015
0.34	11.715	6.0275
0.34	11.74	6.04
0.34	11.765	6.0525
0.34	11.79	6.065
0.34	11.815	6.0775
0.34	11.84	6.09
0.34	11.865	6.1025
0.34	11.89	6.115
0.34	11.915	6.1275
0.34	11.94	6.14
0.34	11.965	6.1525
0.34	11.99	6.165
0.34	12.015	6.1775
0.34	12.04	6.19
0.34	12.065	6.2025
0.34	12.09	6.215
0.34	12.115	6.2275
0.34	12.14	6.24
0.34	12.165	6.2525
0.34	12.19	6.265
0.34	12.215	6.2775
0.34	12.24	6.29
0.34	12.265	6.3025
0.34	12.29	6.315
0.34	12.315	6.3275
0.34	12.34	6.34
0.34	12.365	6.3525
0.34	12.39	6.365
0.34	12.415	6.3775
0.34	12.44	6.39
0.34	12.465	6.4025
0.34	12.49	6.415
0.34	12.515	6.4275
0.34	12.54	6.44
0.34	12.565	6.4525
0.34	12.59	6.465
0.34	12.615	6.4775
0.34	12.64	6.49
0.34	12.665	6.5025
0.34	12.69	6.515
0.34	12.715	6.5275
0.34	12.74	6.54
0.34	12.765	6.5525
0.34	12.79	6.565
0.34	12.815	6.5775
0.34	12.84	6.59
0.34	12.865	6.6025
0.34	12.89	6.615
0.365	0.39	0.3775
0.365	0.415	0.39
0.365	0.44	0.4025
0.365	0.465	0.415
0.365	0.49	0.4275
0.365	0.515	0.44
0.365	0.54	0.4525
0.365	0.565	0.465
0.365	0.59	0.4775
0.365	0.615	0.49
0.365	0.64	0.5025
0.365	0.665	0.515
0.365	0.69	0.5275
0.365	0.715	0.54
0.365	0.74	0.5525
0.365	0.765	0.565
0.365	0.79	0.5775
0.365	0.815	0.59
0.365	0.84	0.6025
0.365	0.865	0.615
0.365	0.89	0.6275
0.365	0.915	0.64
0.365	0.94	0.6525
0.365	0.965	0.665
0.365	0.99	0.6775
0.365	1.015	0.69
0.365	1.04	0.7025
0.365	1.065	0.715
0.365	1.09	0.7275
0.365	1.115	0.74
0.365	1.14	0.7525
0.365	1.165	0.765
0.365	1.19	0.7775
0.365	1.215	0.79
0.365	1.24	0.8025
0.365	1.265	0.815
0.365	1.29	0.8275
0.365	1.315	0.84
0.365	1.34	0.8525
0.365	1.365	0.865
0.365	1.39	0.8775
0.365	1.415	0.89
0.365	1.44	0.9025
0.365	1.465	0.915
0.365	1.49	0.9275
0.365	1.515	0.94
0.365	1.54	0.9525
0.365	1.565	0.965
0.365	1.59	0.9775
0.365	1.615	0.99
0.365	1.64	1.0025
0.365	1.665	1.015
0.365	1.69	1.0275
0.365	1.715	1.04
0.365	1.74	1.0525
0.365	1.765	1.065
0.365	1.79	1.0775
0.365	1.815	1.09
0.365	1.84	1.1025
0.365	1.865	1.115
0.365	1.89	1.1275
0.365	1.915	1.14
0.365	1.94	1.1525
0.365	1.965	1.165
0.365	1.99	1.1775
0.365	2.015	1.19
0.365	2.04	1.2025
0.365	2.065	1.215
0.365	2.09	1.2275
0.365	2.115	1.24
0.365	2.14	1.2525
0.365	2.165	1.265
0.365	2.19	1.2775
0.365	2.215	1.29
0.365	2.24	1.3025
0.365	2.265	1.315
0.365	2.29	1.3275
0.365	2.315	1.34
0.365	2.34	1.3525
0.365	2.365	1.365
0.365	2.39	1.3775
0.365	2.415	1.39
0.365	2.44	1.4025
0.365	2.465	1.415
0.365	2.49	1.4275
0.365	2.515	1.44
0.365	2.54	1.4525
0.365	2.565	1.465
0.365	2.59	1.4775
0.365	2.615	1.49
0.365	2.64	1.5025
0.365	2.665	1.515
0.365	2.69	1.5275
0.365	2.715	1.54
0.365	2.74	1.5525
0.365	2.765	1.565
0.365	2.79	1.5775
0.365	2.815	1.59
0.365	2.84	1.6025
0.365	2.865	1.615
0.365	2.89	1.6275
0.365	2.915	1.64
0.365	2.94	1.6525
0.365	2.965	1.665
0.365	2.99	1.6775
0.365	3.015	1.69
0.365	3.04	1.7025
0.365	3.065	1.715
0.365	3.09	1.7275
0.365	3.115	1.74
0.365	3.14	1.7525
0.365	3.165	1.765
0.365	3.19	1.7775
0.365	3.215	1.79
0.365	3.24	1.8025
0.365	3.265	1.815
0.365	3.29	1.8275
0.365	3.315	1.84
0.365	3.34	1.8525
0.365	3.365	1.865
0.365	3.39	1.8775
0.365	3.415	1.89
0.365	3.44	1.9025
0.365	3.465	1.915
0.365	3.49	1.9275
0.365	3.515	1.94
0.365	3.54	1.9525
0.365	3.565	1.965
0.365	3.59	1.9775
0.365	3.615	1.99
0.365	3.64	2.0025
0.365	3.665	2.015
0.365	3.69	2.0275
0.365	3.715	2.04
0.365	3.74	2.0525
0.365	3.765	2.065
0.365	3.79	2.0775
0.365	3.815	2.09
0.365	3.84	2.1025
0.365	3.865	2.115
0.365	3.89	2.1275
0.365	3.915	2.14
0.365	3.94	2.1525
0.365	3.965	2.165
0.365	3.99	2.1775
0.365	4.015	2.19
0.365	4.04	2.2025
0.365	4.065	2.215
0.365	4.09	2.2275
0.365	4.115	2.24
0.365	4.14	2.2525
0.365	4.165	2.265
0.365	4.19	2.2775
0.365	4.215	2.29
0.365	4.24	2.3025
0.365	4.265	2.315
0.365	4.29	2.3275
0.365	4.315	2.34
0.365	4.34	2.3525
0.365	4.365	2.365
0.365	4.39	2.3775
0.365	4.415	2.39
0.365	4.44	2.4025
0.365	4.465	2.415
0.365	4.49	2.4275
0.365	4.515	2.44
0.365	4.54	2.4525
0.365	4.565	2.465
0.365	4.59	2.4775
0.365	4.615	2.49
0.365	4.64	2.5025
0.365	4.665	2.515
0.365	4.69	2.5275
0.365	4.715	2.54
0.365	4.74	2.5525
0.365	4.765	2.565
0.365	4.79	2.5775
0.365	4.815	2.59
0.365	4.84	2.6025
0.365	4.865	2.615
0.365	4.89	2.6275
0.365	4.915	2.64
0.365	4.94	2.6525
0.365	4.965	2.665
0.365	4.99	2.6775
0.365	5.015	2.69
0.365	5.04	2.7025
0.365	5.065	2.715
0.365	5.09	2.7275
0.365	5.115	2.74
0.365	5.14	2.7525
0.365	5.165	2.765
0.365	5.19	2.7775
0.365	5.215	2.79
0.365	5.24	2.8025
0.365	5.265	2.815
0.365	5.29	2.8275
0.365	5.315	2.84
0.365	5.34	2.8525
0.365	5.365	2.865
0.365	5.39	2.8775
0.365	5.415	2.89
0.365	5.44	2.9025
0.365	5.465	2.915
0.365	5.49	2.9275
0.365	5.515	2.94
0.365	5.54	2.9525
0.365	5.565	2.965
0.365	5.59	2.9775
0.365	5.615	2.99
0.365	5.64	3.0025
0.365	5.665	3.015
0.365	5.69	3.0275
0.365	5.715	3.04
0.365	5.74	3.0525
0.365	5.765	3.065
0.365	5.79	3.0775
0.365	5.815	3.09
0.365	5.84	3.1025
0.365	5.865	3.115
0.365	5.89	3.1275
0.365	5.915	3.14
0.365	5.94	3.1525
0.365	5.965	3.165
0.365	5.99	3.1775
0.365	6.015	3.19
0.365	6.04	3.2025
0.365	6.065	3.215
0.365	6.09	3.2275
0.365	6.115	3.24
0.365	6.14	3.2525
0.365	6.165	3.265
0.365	6.19	3.2775
0.365	6.215	3.29
0.365	6.24	3.3025
0.365	6.265	3.315
0.365	6.29	3.3275
0.365	6.315	3.34
0.365	6.34	3.3525
0.365	6.365	3.365
0.365	6.39	3.3775
0.365	6.415	3.39
0.365	6.44	3.4025
0.365	6.465	3.415
0.365	6.49	3.4275
0.365	6.515	3.44
0.365	6.54	3.4525
0.365	6.565	3.465
0.365	6.59	3.4775
0.365	6.615	3.49
0.365	6.64	3.5025
0.365	6.665	3.515
0.365	6.69	3.5275
0.365	6.715	3.54
0.365	6.74	3.5525
0.365	6.765	3.565
0.365	6.79	3.5775
0.365	6.815	3.59
0.365	6.84	3.6025
0.365	6.865	3.615
0.365	6.89	3.6275
0.365	6.915	3.64
0.365	6.94	3.6525
0.365	6.965	3.665
0.365	6.99	3.6775
0.365	7.015	3.69
0.365	7.04	3.7025
0.365	7.065	3.715
0.365	7.09	3.7275
0.365	7.115	3.74
0.365	7.14	3.7525
0.365	7.165	3.765
0.365	7.19	3.7775
0.365	7.215	3.79
0.365	7.24	3.8025
0.365	7.265	3.815
0.365	7.29	3.8275
0.365	7.315	3.84
0.365	7.34	3.8525
0.365	7.365	3.865
0.365	7.39	3.8775
0.365	7.415	3.89
0.365	7.44	3.9025
0.365	7.465	3.915
0.365	7.49	3.9275
0.365	7.515	3.94
0.365	7.54	3.9525
0.365	7.565	3.965
0.365	7.59	3.9775
0.365	7.615	3.99
0.365	7.64	4.0025
0.365	7.665	4.015
0.365	7.69	4.0275
0.365	7.715	4.04
0.365	7.74	4.0525
0.365	7.765	4.065
0.365	7.79	4.0775
0.365	7.815	4.09
0.365	7.84	4.1025
0.365	7.865	4.115
0.365	7.89	4.1275
0.365	7.915	4.14
0.365	7.94	4.1525
0.365	7.965	4.165
0.365	7.99	4.1775
0.365	8.015	4.19
0.365	8.04	4.2025
0.365	8.065	4.215
0.365	8.09	4.2275
0.365	8.115	4.24
0.365	8.14	4.2525
0.365	8.165	4.265
0.365	8.19	4.2775
0.365	8.215	4.29
0.365	8.24	4.3025
0.365	8.265	4.315
0.365	8.29	4.3275
0.365	8.315	4.34
0.365	8.34	4.3525
0.365	8.365	4.365
0.365	8.39	4.3775
0.365	8.415	4.39
0.365	8.44	4.4025
0.365	8.465	4.415
0.365	8.49	4.4275
0.365	8.515	4.44
0.365	8.54	4.4525
0.365	8.565	4.465
0.365	8.59	4.4775
0.365	8.615	4.49
0.365	8.64	4.5025
0.365	8.665	4.515
0.365	8.69	4.5275
0.365	8.715	4.54
0.365	8.74	4.5525
0.365	8.765	4.565
0.365	8.79	4.5775
0.365	8.815	4.59
0.365	8.84	4.6025
0.365	8.865	4.615
0.365	8.89	4.6275
0.365	8.915	4.64
0.365	8.94	4.6525
0.365	8.965	4.665
0.365	8.99	4.6775
0.365	9.015	4.69
0.365	9.04	4.7025
0.365	9.065	4.715
0.365	9.09	4.7275
0.365	9.115	4.74
0.365	9.14	4.7525
0.365	9.165	4.765
0.365	9.19	4.7775
0.365	9.215	4.79
0.365	9.24	4.8025
0.365	9.265	4.815
0.365	9.29	4.8275
0.365	9.315	4.84
0.365	9.34	4.8525
0.365	9.365	4.865
0.365	9.39	4.8775
0.365	9.415	4.89
0.365	9.44	4.9025
0.365	9.465	4.915
0.365	9.49	4.9275
0.365	9.515	4.94
0.365	9.54	4.9525
0.365	9.565	4.965
0.365	9.59	4.9775
0.365	9.615	4.99
0.365	9.64	5.0025
0.365	9.665	5.015
0.365	9.69	5.0275
0.365	9.715	5.04
0.365	9.74	5.0525
0.365	9.765	5.065
0.365	9.79	5.0775
0.365	9.815	5.09
0.365	9.84	5.1025
0.365	9.865	5.115
0.365	9.89	5.1275
0.365	9.915	5.14
0.365	9.94	5.1525
0.365	9.965	5.165
0.365	9.99	5.1775
0.365	10.015	5.19
0.365	10.04	5.2025
0.365	10.065	5.215
0.365	10.09	5.2275
0.365	10.115	5.24
0.365	10.14	5.2525
0.365	10.165	5.265
0.365	10.19	5.2775
0.365	10.215	5.29
0.365	10.24	5.3025
0.365	10.265	5.315
0.365	10.29	5.3275
0.365	10.315	5.34
0.365	10.34	5.3525
0.365	10.365	5.365
0.365	10.39	5.3775
0.365	10.415	5.39
0.365	10.44	5.4025
0.365	10.465	5.415
0.365	10.49	5.4275
0.365	10.515	5.44
0.365	10.54	5.4525
0.365	10.565	5.465
0.365	10.59	5.4775
0.365	10.615	5.49
0.365	10.64	5.5025
0.365	10.665	5.515
0.365	10.69	5.5275
0.365	10.715	5.54
0.365	10.74	5.5525
0.365	10.765	5.565
0.365	10.79	5.5775
0.365	10.815	5.59
0.365	10.84	5.6025
0.365	10.865	5.615
0.365	10.89	5.6275
0.365	10.915	5.64
0.365	10.94	5.6525
0.365	10.965	5.665
0.365	10.99	5.6775
0.365	11.015	5.69
0.365	11.04	5.7025
0.365	11.065	5.715
0.365	11.09	5.7275
0.365	11.115	5.74
0.365	11.14	5.7525
0.365	11.165	5.765
0.365	11.19	5.7775
0.365	11.215	5.79
0.365	11.24	5.8025
0.365	11.265	5.815
0.365	11.29	5.8275
0.365	11.315	5.84
0.365	11.34	5.8525
0.365	11.365	5.865
0.365	11.39	5.8775
0.365	11.415	5.89
0.365	11.44	5.9025
0.365	11.465	5.915
0.365	11.49	5.9275
0.365	11.515	5.94
0.365	11.54	5.9525
0.365	11.565	5.965
0.365	11.59	5.9775
0.365	11.615	5.99
0.365	11.64	6.0025
0.365	11.665	6.015
0.365	11.69	6.0275
0.365	11.715	6.04
0.365	11.74	6.0525
0.365	11.765	6.065
0.365	11.79	6.0775
0.365	11.815	6.09
0.365	11.84	6.1025
0.365	11.865	6.115
0.365	11.89	6.1275
0.365	11.915	6.14
0.365	11.94	6.1525
0.365	11.965	6.165
0.365	11.99	6.1775
0.365	12.015	6.19
0.365	12.04	6.2025
0.365	12.065	6.215
0.365	12.09	6.2275
0.365	12.115	6.24
0.365	12.14	6.2525
0.365	12.165	6.265
0.365	12.19	6.2775
0.365	12.215	6.29
0.365	12.24	6.3025
0.365	12.265	6.315
0.365	12.29	6.3275
0.365	12.315	6.34
0.365	12.34	6.3525
0.365	12.365	6.365
0.365	12.39	6.3775
0.365	12.415	6.39
0.365	12.44	6.4025
0.365	12.465	6.415
0.365	12.49	6.4275
0.365	12.515	6.44
0.365	12.54	6.4525
0.365	12.565	6.465
0.365	12.59	6.4775
0.365	12.615	6.49
0.365	12.64	6.5025
0.365	12.665	6.515
0.365	12.69	6.5275
0.365	12.715	6.54
0.365	12.74	6.5525
0.365	12.765	6.565
0.365	12.79	6.5775
0.365	12.815	6.59
0.365	12.84	6.6025
0.365	12.865	6.615
0.365	12.89	6.6275
0.39	0.415	0.4025
0.39	0.44	0.415
0.39	0.465	0.4275
0.39	0.49	0.44
0.39	0.515	0.4525
0.39	0.54	0.465
0.39	0.565	0.4775
0.39	0.59	0.49
0.39	0.615	0.5025
0.39	0.64	0.515
0.39	0.665	0.5275
0.39	0.69	0.54
0.39	0.715	0.5525
0.39	0.74	0.565
0.39	0.765	0.5775
0.39	0.79	0.59
0.39	0.815	0.6025
0.39	0.84	0.615
0.39	0.865	0.6275
0.39	0.89	0.64
0.39	0.915	0.6525
0.39	0.94	0.665
0.39	0.965	0.6775
0.39	0.99	0.69
0.39	1.015	0.7025
0.39	1.04	0.715
0.39	1.065	0.7275
0.39	1.09	0.74
0.39	1.115	0.7525
0.39	1.14	0.765
0.39	1.165	0.7775
0.39	1.19	0.79
0.39	1.215	0.8025
0.39	1.24	0.815
0.39	1.265	0.8275
0.39	1.29	0.84
0.39	1.315	0.8525
0.39	1.34	0.865
0.39	1.365	0.8775
0.39	1.39	0.89
0.39	1.415	0.9025
0.39	1.44	0.915
0.39	1.465	0.9275
0.39	1.49	0.94
0.39	1.515	0.9525
0.39	1.54	0.965
0.39	1.565	0.9775
0.39	1.59	0.99
0.39	1.615	1.0025
0.39	1.64	1.015
0.39	1.665	1.0275
0.39	1.69	1.04
0.39	1.715	1.0525
0.39	1.74	1.065
0.39	1.765	1.0775
0.39	1.79	1.09
0.39	1.815	1.1025
0.39	1.84	1.115
0.39	1.865	1.1275
0.39	1.89	1.14
0.39	1.915	1.1525
0.39	1.94	1.165
0.39	1.965	1.1775
0.39	1.99	1.19
0.39	2.015	1.2025
0.39	2.04	1.215
0.39	2.065	1.2275
0.39	2.09	1.24
0.39	2.115	1.2525
0.39	2.14	1.265
0.39	2.165	1.2775
0.39	2.19	1.29
0.39	2.215	1.3025
0.39	2.24	1.315
0.39	2.265	1.3275
0.39	2.29	1.34
0.39	2.315	1.3525
0.39	2.34	1.365
0.39	2.365	1.3775
0.39	2.39	1.39
0.39	2.415	1.4025
0.39	2.44	1.415
0.39	2.465	1.4275
0.39	2.49	1.44
0.39	2.515	1.4525
0.39	2.54	1.465
0.39	2.565	1.4775
0.39	2.59	1.49
0.39	2.615	1.5025
0.39	2.64	1.515
0.39	2.665	1.5275
0.39	2.69	1.54
0.39	2.715	1.5525
0.39	2.74	1.565
0.39	2.765	1.5775
0.39	2.79	1.59
0.39	2.815	1.6025
0.39	2.84	1.615
0.39	2.865	1.6275
0.39	2.89	1.64
0.39	2.915	1.6525
0.39	2.94	1.665
0.39	2.965	1.6775
0.39	2.99	1.69
0.39	3.015	1.7025
0.39	3.04	1.715
0.39	3.065	1.7275
0.39	3.09	1.74
0.39	3.115	1.7525
0.39	3.14	1.765
0.39	3.165	1.7775
0.39	3.19	1.79
0.39	3.215	1.8025
0.39	3.24	1.815
0.39	3.265	1.8275
