"TOC.x1"	"TOC.x2"	"TOC.mid"	"ASV.dist"
4.114	8.8315	6.47275	0.845649062586166
4.114	7.514	5.814	0.84230870862094
4.114	11.945	8.0295	0.918214585762097
2.854	4.114	3.484	0.96118791595947
0.954	4.114	2.534	0.920744441513179
4.114	7.619	5.8665	0.949190105116771
3.427	4.114	3.7705	0.921506127457237
4.114	4.859	4.4865	0.911670288347772
4.114	7.6015	5.85775	0.906692010590112
4.114	7.365	5.7395	0.874106092823817
4.114	6.525	5.3195	0.937048953727329
4.114	12.275	8.1945	0.899335589369783
1.3135	4.114	2.71375	0.891389527701778
4.114	9.409	6.7615	0.909968476530919
4.114	7.2185	5.66625	0.919529228104201
4.114	7.5375	5.82575	0.915111192514047
4.114	8.522	6.318	0.898816077264107
4.114	7.441	5.7775	0.94660354494297
4.114	4.9925	4.55325	0.897420131326332
4.114	6.836	5.475	0.92442788756111
4.114	5.6115	4.86275	0.923849837613088
4.114	9.503	6.8085	0.904320511180847
4.114	7.5525	5.83325	0.892435618488415
4.114	6.107	5.1105	0.922106812527661
4.114	7.063	5.5885	0.844747604193755
4.114	12.545	8.3295	0.889270593115408
4.114	10.78	7.447	0.877428706380926
4.114	9.1175	6.61575	0.855686085720952
4.114	5.9425	5.02825	0.899744355171324
4.114	5.5715	4.84275	0.877329294856364
4.114	4.514	4.314	0.937992105734824
4.114	5.492	4.803	0.954027138102038
3.7675	4.114	3.94075	0.924166046303443
4.114	6.2985	5.20625	0.942273004171651
4.114	8.0215	6.06775	0.893941784464769
3.6585	4.114	3.88625	0.892045656263441
2.8325	4.114	3.47325	0.894598223336181
4.114	9.6795	6.89675	0.929242810055983
4.114	7.026	5.57	0.886253907480484
4.114	5.8555	4.98475	0.879983762849414
4.114	7.1735	5.64375	0.902095559605287
4.114	9.1145	6.61425	0.917031863013821
